"MEMBER_GUID","FIRST_NAME","LAST_NAME","DOB"
"e4c80391-cf66-11ee-b603-e00af6801390","Ardath","Randolph","2002-09-04"
"e4c80392-cf66-11ee-bac4-e00af6801390","Maybelle","Wang","1986-01-31"
"e4c80393-cf66-11ee-83b5-e00af6801390","Lynelle","Terry","1997-09-28"
"e4c80394-cf66-11ee-9e7a-e00af6801390","Ava","Juarez","1978-09-14"
"e4c80395-cf66-11ee-80b5-e00af6801390","Siana","Gibbs","1971-10-28"
"e4c80396-cf66-11ee-adc1-e00af6801390","Tildy","Barr","2007-12-17"
"e4c80397-cf66-11ee-8745-e00af6801390","Andree","Snow","1958-08-07"
"e4c80398-cf66-11ee-aa26-e00af6801390","Karrah","Chandler","1968-09-18"
"e4c80399-cf66-11ee-b1ee-e00af6801390","Orsola","Cervantes","1956-02-09"
"e4c8039a-cf66-11ee-90a4-e00af6801390","Abbie","Dean","1992-05-26"
"e4c8039b-cf66-11ee-af4a-e00af6801390","Farra","Miranda","1983-09-02"
"e4c8039c-cf66-11ee-bcf0-e00af6801390","Taffy","Butler","2007-07-07"
"e4c8039d-cf66-11ee-8444-e00af6801390","Nissa","Barrett","1968-08-06"
"e4c8039e-cf66-11ee-b5ee-e00af6801390","Marnie","Randolph","1990-10-18"
"e4c8039f-cf66-11ee-8fc3-e00af6801390","Amalita","Duarte","1972-03-11"
"e4c803a0-cf66-11ee-90ca-e00af6801390","Carlynn","King","1987-05-09"
"e4c803a1-cf66-11ee-af3b-e00af6801390","Kitti","Beltran","2004-06-09"
"e4c803a2-cf66-11ee-ad44-e00af6801390","Rodi","Banks","1975-07-13"
"e4c803a3-cf66-11ee-a90b-e00af6801390","Gretchen","George","1969-06-10"
"e4c803a4-cf66-11ee-a5ac-e00af6801390","Chastity","White","1990-01-18"
"e4c803a5-cf66-11ee-8ce9-e00af6801390","","Daniel","1955-01-12"
"e4c803a6-cf66-11ee-b96d-e00af6801390","Coralie","Sweeney","2004-06-19"
"e4c803a7-cf66-11ee-b7b8-e00af6801390","Fifi","Holland","1965-09-21"
"e4c803a8-cf66-11ee-b4a0-e00af6801390","Jessa","Mcpherson","1978-04-29"
"e4c82a98-cf66-11ee-8545-e00af6801390","Berna","Wyatt","1970-04-01"
"e4c82a99-cf66-11ee-af59-e00af6801390","Kristi","Waters","1962-06-09"
"e4c82a9a-cf66-11ee-923a-e00af6801390","Elena","Rice","1983-06-15"
"e4c82a9b-cf66-11ee-afa8-e00af6801390","Joelynn","Alvarez","1979-06-05"
"e4c82a9c-cf66-11ee-9081-e00af6801390","Jackie","Weeks","1976-03-20"
"e4c82a9d-cf66-11ee-b0fa-e00af6801390","Catlee","Curry","1958-02-15"
"e4c82a9e-cf66-11ee-892c-e00af6801390","Mollie","Bonilla","1990-09-27"
"e4c82a9f-cf66-11ee-8af6-e00af6801390","Evonne","Yu","1975-05-11"
"e4c82aa0-cf66-11ee-9413-e00af6801390","Kay","Mayer","1956-06-25"
"e4c82aa1-cf66-11ee-bf75-e00af6801390","Roseanne","Watts","1961-12-23"
"e4c82aa2-cf66-11ee-bf79-e00af6801390","Candie","Pruitt","1970-07-15"
"e4c82aa3-cf66-11ee-875a-e00af6801390","Lishe","Cantu","1988-06-01"
"e4c82aa4-cf66-11ee-b748-e00af6801390","Sianna","Stephenson","2002-11-07"
"e4c82aa5-cf66-11ee-a8ca-e00af6801390","Deeanne","Baldwin","1978-09-15"
"e4c82aa6-cf66-11ee-917d-e00af6801390","Floria","Woodward","2006-10-26"
"e4c82aa7-cf66-11ee-98f7-e00af6801390","Birgit","Stout","1984-10-24"
"e4c82aa8-cf66-11ee-87b9-e00af6801390","Agna","Tucker","1961-09-22"
"e4c82aa9-cf66-11ee-a1a9-e00af6801390","Calli","Norton","1988-10-30"
"e4c82aaa-cf66-11ee-a0a0-e00af6801390","Faith","Steele","2002-06-24"
"e4c82aab-cf66-11ee-8a4d-e00af6801390","Ellynn","Hail","2007-10-25"
"e4c82aac-cf66-11ee-9fbf-e00af6801390","Amandi","Gibson","1986-02-04"
"e4c82aad-cf66-11ee-a181-e00af6801390","Cairistiona","Merritt","2007-02-09"
"e4c82aae-cf66-11ee-87e0-e00af6801390","Joey","Maddox","1995-07-20"
"e4c82aaf-cf66-11ee-8538-e00af6801390","Cinderella","Christensen","1987-02-27"
"e4c82ab0-cf66-11ee-9a47-e00af6801390","Cairistiona","Gomez","1967-08-07"
"e4c82ab1-cf66-11ee-a5f0-e00af6801390","Lona","Beil","2001-12-01"
"e4c82ab2-cf66-11ee-966d-e00af6801390","Wanda","Erickson","1975-03-13"
"e4c82ab3-cf66-11ee-bf0d-e00af6801390","Malory","Mayo","2004-09-22"
"e4c82ab4-cf66-11ee-bd25-e00af6801390","Rosaline","Adkins","1988-05-31"
"e4c82ab5-cf66-11ee-bfbd-e00af6801390","Irena","Gillespie","1972-10-11"
"e4c82ab6-cf66-11ee-9caa-e00af6801390","Aprilette","Washington","1955-02-05"
"e4c82ab7-cf66-11ee-9863-e00af6801390","Merralee","Romero","1979-10-20"
"e4c82ab8-cf66-11ee-b362-e00af6801390","Birgit","Harrell","1997-07-03"
"e4c82ab9-cf66-11ee-a2ee-e00af6801390","Laura","Foster","2009-01-19"
"e4c82aba-cf66-11ee-bfc8-e00af6801390","Mechelle","Hickman","1954-11-02"
"e4c82abb-cf66-11ee-a360-e00af6801390","Crystal","Sanford","1968-12-22"
"e4c82abc-cf66-11ee-bdeb-e00af6801390","Willi","Barry","1985-12-27"
"e4c82abd-cf66-11ee-9411-e00af6801390","Dottie","Pennington","1983-05-19"
"e4c82abe-cf66-11ee-add4-e00af6801390","Loni","Blackwell","1991-03-13"
"e4c82abf-cf66-11ee-80a1-e00af6801390","Daria","Mosley","1988-11-11"
"e4c82ac0-cf66-11ee-8234-e00af6801390","Frederica","Mills","1977-01-21"
"e4c82ac1-cf66-11ee-8be3-e00af6801390","Nancey","Dickson","1962-09-08"
"e4c82ac2-cf66-11ee-a125-e00af6801390","Sally","Mosley","1995-05-11"
"e4c82ac3-cf66-11ee-b005-e00af6801390","Anita","Benjamin","2004-10-10"
"e4c82ac4-cf66-11ee-b076-e00af6801390","Linzy","Escobar","1988-08-30"
"e4c82ac5-cf66-11ee-a099-e00af6801390","Florella","Grant","1965-01-18"
"e4c82ac6-cf66-11ee-a815-e00af6801390","Cathyleen","Keith","1998-09-14"
"e4c82ac7-cf66-11ee-b7e2-e00af6801390","Codee","Pierce","1979-05-01"
"e4c82ac8-cf66-11ee-bcd5-e00af6801390","Cheryl","Contreras","1985-11-27"
"e4c82ac9-cf66-11ee-bb83-e00af6801390","Angelle","Montoya","1976-05-06"
"e4c82aca-cf66-11ee-b540-e00af6801390","Lauretta","Gallagher","1978-07-29"
"e4c82acb-cf66-11ee-b512-e00af6801390","Kessiah","George","1964-06-19"
"e4c82acc-cf66-11ee-a5a8-e00af6801390","Jammie","Hoover","1968-06-27"
"e4c82acd-cf66-11ee-859f-e00af6801390","Joice","Bennett","1967-08-03"
"e4c82ace-cf66-11ee-976e-e00af6801390","Roxie","Finley","1987-12-11"
"e4c82acf-cf66-11ee-8545-e00af6801390","Ethel","Watkins","1978-08-23"
"e4c82ad0-cf66-11ee-8da5-e00af6801390","Lynnea","Lane","1992-04-14"
"e4c82ad1-cf66-11ee-8522-e00af6801390","Paula","Roach","2001-11-22"
"e4c82ad2-cf66-11ee-8b95-e00af6801390","Karilynn","Mcgee","1980-06-20"
"e4c82ad3-cf66-11ee-977f-e00af6801390","Lindi","Graves","2008-06-30"
"e4c82ad4-cf66-11ee-bc08-e00af6801390","Vickie","Reid","1986-07-04"
"e4c82ad5-cf66-11ee-a380-e00af6801390","Odessa","Acosta","1996-02-21"
"e4c82ad6-cf66-11ee-8a1c-e00af6801390","Katheryn","Salinas","1979-06-02"
"e4c82ad7-cf66-11ee-bd65-e00af6801390","Del","Clay","1987-05-14"
"e4c82ad8-cf66-11ee-a013-e00af6801390","Lilly","Cox","1983-02-04"
"e4c82ad9-cf66-11ee-9113-e00af6801390","Chiquia","Hogan","1966-04-19"
"e4c82ada-cf66-11ee-ab29-e00af6801390","Genia","Person","1974-05-06"
"e4c85188-cf66-11ee-8eab-e00af6801390","Aurel","Wu","2003-02-22"
"e4c85189-cf66-11ee-a44b-e00af6801390","Jacquelynn","Kane","1975-10-12"
"e4c8518a-cf66-11ee-ae66-e00af6801390","Bambie","Holloway","2007-12-08"
"e4c8518b-cf66-11ee-9906-e00af6801390","Amelie","Castaneda","1976-02-28"
"e4c8518c-cf66-11ee-845a-e00af6801390","Anna-Diane","Barnes","1963-03-12"
"e4c8518d-cf66-11ee-89d1-e00af6801390","Lucie","Andersen","1960-01-19"
"e4c8518e-cf66-11ee-9174-e00af6801390","Kayle","Reed","1954-12-26"
"e4c8518f-cf66-11ee-a85d-e00af6801390","Winona","Ryan","2007-09-03"
"e4c85190-cf66-11ee-8753-e00af6801390","Chantal","Huber","1980-05-04"
"e4c85191-cf66-11ee-ba73-e00af6801390","Drusilla","Berger","2003-03-22"
"e4c85192-cf66-11ee-b517-e00af6801390","Delila","Reilly","1979-01-28"
"e4c85193-cf66-11ee-8bb2-e00af6801390","Gracie","Taylor","1980-07-08"
"e4c85194-cf66-11ee-a0d4-e00af6801390","Ibbie","Dejesus","1982-08-13"
"e4c85195-cf66-11ee-a97f-e00af6801390","Abigail","Welch","1980-04-10"
"e4c85196-cf66-11ee-bfe5-e00af6801390","Marianna","Mcdowell","1972-11-20"
"e4c85197-cf66-11ee-ac77-e00af6801390","Letitia","Chambers","1979-07-21"
"e4c85198-cf66-11ee-9683-e00af6801390","Diannne","Sampson","1971-06-24"
"e4c85199-cf66-11ee-b2af-e00af6801390","Dore","Randolph","1957-04-10"
"e4c8519a-cf66-11ee-a69a-e00af6801390","Hilda","Howe","2001-10-23"
"e4c8519b-cf66-11ee-8e62-e00af6801390","Nanine","Haley","1974-05-12"
"e4c8519c-cf66-11ee-a702-e00af6801390","Goldi","Wilkins","2007-01-08"
"e4c8519d-cf66-11ee-aee2-e00af6801390","Cookie","Glass","1992-02-09"
"e4c8519e-cf66-11ee-8c04-e00af6801390","Hildegarde","Hughes","1987-04-09"
"e4c8519f-cf66-11ee-b779-e00af6801390","Bibby","Schmitt","1997-12-19"
"e4c851a0-cf66-11ee-83ca-e00af6801390","Ryann","Rollins","1957-07-05"
"e4c851a1-cf66-11ee-b8ea-e00af6801390","Shelby","Rasmussen","1978-05-02"
"e4c851a2-cf66-11ee-baa5-e00af6801390","Wanids","Delgado","1981-09-12"
"e4c851a3-cf66-11ee-b5cc-e00af6801390","Milicent","Ashley","1986-07-06"
"e4c851a4-cf66-11ee-b1ff-e00af6801390","Sibby","Smith","1978-05-29"
"e4c851a5-cf66-11ee-8069-e00af6801390","Davine","Barber","1982-11-02"
"e4c851a6-cf66-11ee-a730-e00af6801390","Heidi","Moody","1971-11-04"
"e4c851a7-cf66-11ee-9516-e00af6801390","Darya","Morrison","1991-04-02"
"e4c851a8-cf66-11ee-a857-e00af6801390","Elaina","Gonzales","1996-02-20"
"e4c851a9-cf66-11ee-b744-e00af6801390","Brier","Conway","1980-07-26"
"e4c851aa-cf66-11ee-a242-e00af6801390","Allsun","Kent","1965-05-10"
"e4c851ab-cf66-11ee-9fc3-e00af6801390","Clareta","Reynolds","1980-06-27"
"e4c851ac-cf66-11ee-8361-e00af6801390","Mabel","Zhang","1996-06-18"
"e4c851ad-cf66-11ee-b1ed-e00af6801390","Juli","Spencer","2002-04-28"
"e4c851ae-cf66-11ee-bfa4-e00af6801390","Laryssa","Sherman","1977-09-29"
"e4c851af-cf66-11ee-9595-e00af6801390","Bernadine","Ortiz","1960-11-28"
"e4c851b0-cf66-11ee-b7de-e00af6801390","Jemmie","Mccormick","1969-10-15"
"e4c851b1-cf66-11ee-b0b0-e00af6801390","Scarlet","West","1991-03-30"
"e4c851b2-cf66-11ee-ace3-e00af6801390","Marya","Owens","1971-07-30"
"e4c851b3-cf66-11ee-9866-e00af6801390","Doro","Peralta","1987-04-24"
"e4c851b4-cf66-11ee-8ef7-e00af6801390","Viole","Rivers","1993-03-16"
"e4c851b5-cf66-11ee-b4b4-e00af6801390","Talia","Sutton","1971-09-23"
"e4c851b6-cf66-11ee-9a13-e00af6801390","Lilith","Rose","1977-10-22"
"e4c851b7-cf66-11ee-b41f-e00af6801390","Miquela","Robertson","1972-07-06"
"e4c851b8-cf66-11ee-9935-e00af6801390","Marje","Burch","1996-05-16"
"e4c851b9-cf66-11ee-ab8c-e00af6801390","Julianne","Mccarthy","1986-11-01"
"e4c851ba-cf66-11ee-ae60-e00af6801390","Sallee","Anthony","1968-08-24"
"e4c851bb-cf66-11ee-9ec3-e00af6801390","Drucy","Blanchard","1987-11-20"
"e4c851bc-cf66-11ee-b6a0-e00af6801390","Masha","Henderson","1967-08-22"
"e4c851bd-cf66-11ee-a1aa-e00af6801390","Ulrica","Raymond","2003-07-04"
"e4c851be-cf66-11ee-914f-e00af6801390","Alena","Barron","1957-11-01"
"e4c851bf-cf66-11ee-bfdb-e00af6801390","Xaviera","Deleon","1973-08-05"
"e4c851c0-cf66-11ee-9456-e00af6801390","Hollie","Kirby","1990-04-18"
"e4c851c1-cf66-11ee-90c9-e00af6801390","Neysa","Sanford","1965-03-19"
"e4c851c2-cf66-11ee-8895-e00af6801390","Nancee","Black","2007-09-04"
"e4c851c3-cf66-11ee-814c-e00af6801390","Diane","Garner","1970-03-22"
"e4c851c4-cf66-11ee-a50f-e00af6801390","Karlen","Martinez","1955-06-11"
"e4c851c5-cf66-11ee-9475-e00af6801390","Gwenneth","Jordan","1986-12-05"
"e4c851c6-cf66-11ee-9d73-e00af6801390","Charyl","Wong","1956-06-07"
"e4c851c7-cf66-11ee-9a5f-e00af6801390","Jacklin","Hall","1955-01-01"
"e4c851c8-cf66-11ee-89d6-e00af6801390","Elsy","Schmitt","2000-05-17"
"e4c851c9-cf66-11ee-9755-e00af6801390","Freddi","Galindo","1970-07-06"
"e4c851ca-cf66-11ee-9b35-e00af6801390","Salome","Mayer","2008-02-08"
"e4c851cb-cf66-11ee-a2f2-e00af6801390","Alexis","Zimmerman","1995-09-21"
"e4c851cc-cf66-11ee-9e3a-e00af6801390","Eolande","Mcdaniel","1966-03-27"
"e4c851cd-cf66-11ee-bb9b-e00af6801390","Odelle","Alvarado","1964-07-05"
"e4c851ce-cf66-11ee-b50f-e00af6801390","Faith","Hail","1994-07-09"
"e4c851cf-cf66-11ee-aa07-e00af6801390","Nanon","Watson","1976-12-02"
"e4c851d0-cf66-11ee-bd1a-e00af6801390","Casandra","Avery","1971-02-27"
"e4c851d1-cf66-11ee-a974-e00af6801390","Marie","Trujillo","1962-11-02"
"e4c851d2-cf66-11ee-bd94-e00af6801390","Daphene","Spence","1979-07-16"
"e4c87cc3-cf66-11ee-9fe8-e00af6801390","Christan","Pace","1991-11-28"
"e4c87cc4-cf66-11ee-b111-e00af6801390","Drusi","Macias","1967-02-04"
"e4c87cc5-cf66-11ee-b4d1-e00af6801390","Harley","Norman","1997-03-04"
"e4c87cc6-cf66-11ee-891b-e00af6801390","Cynthie","Pitts","1979-04-01"
"e4c87cc7-cf66-11ee-9e71-e00af6801390","Doris","Marks","2001-01-04"
"e4c87cc8-cf66-11ee-9306-e00af6801390","Shaylyn","Gallagher","1984-07-12"
"e4c87cc9-cf66-11ee-83cf-e00af6801390","Bunny","Gomez","1991-01-06"
"e4c87cca-cf66-11ee-8f90-e00af6801390","Loreen","Jacobson","1959-06-16"
"e4c87ccb-cf66-11ee-80ac-e00af6801390","Laure","Stout","1974-05-12"
"e4c87ccc-cf66-11ee-8f45-e00af6801390","Lucienne","Delacruz","1977-07-11"
"e4c87ccd-cf66-11ee-8177-e00af6801390","Marne","Jordan","1964-07-20"
"e4c87cce-cf66-11ee-bc8b-e00af6801390","Faun","Gould","1962-03-02"
"e4c87ccf-cf66-11ee-a81a-e00af6801390","Analiese","Waller","2008-12-10"
"e4c87cd0-cf66-11ee-adbe-e00af6801390","Tabbie","Dillon","1977-01-28"
"e4c87cd1-cf66-11ee-ad69-e00af6801390","Polly","Bryant","1966-07-29"
"e4c87cd2-cf66-11ee-adb8-e00af6801390","Glynis","Pollard","1965-01-07"
"e4c87cd3-cf66-11ee-934d-e00af6801390","Nicki","Bentley","1986-05-19"
"e4c87cd4-cf66-11ee-968d-e00af6801390","Florida","Bond","2008-12-13"
"e4c87cd5-cf66-11ee-83e5-e00af6801390","Maryanne","Stokes","1959-06-11"
"e4c87cd6-cf66-11ee-93ef-e00af6801390","Vicki","Ballard","1982-09-01"
"e4c87cd7-cf66-11ee-8140-e00af6801390","Blaire","Villegas","1972-04-22"
"e4c87cd8-cf66-11ee-8f2f-e00af6801390","Charlean","Schmitt","1957-04-07"
"e4c87cd9-cf66-11ee-8b25-e00af6801390","Kellsie","Espinosa","1975-08-17"
"e4c87cda-cf66-11ee-b24a-e00af6801390","Priscella","Bates","1963-11-07"
